query_id,audit_id,concept,condition,omitted_reference_id,omitted_reference_group,s_c,s_r,cas,full_cas,cas_change_from_full,same_cas_sign_as_full
freedom_autonomy_bare_p1,freedom_autonomy,freedom,bare,freedom_autonomy_r_3,comparison,0.38794290102270085,0.43126989631451795,-0.043326995291817105,-0.0730554689324947,0.0297284736406776,True
freedom_autonomy_bare_p1,freedom_autonomy,freedom,bare,freedom_autonomy_r_1,comparison,0.38794290102270085,0.4606395573711498,-0.07269665634844896,-0.0730554689324947,0.00035881258404574234,True
freedom_autonomy_bare_p1,freedom_autonomy,freedom,bare,freedom_autonomy_c_1,catholic,0.3731800086812549,0.46099836995519555,-0.08781836127394066,-0.0730554689324947,-0.014762892341445955,True
freedom_autonomy_bare_p1,freedom_autonomy,freedom,bare,freedom_autonomy_r_2,comparison,0.38794290102270085,0.49108565617991873,-0.10314275515721788,-0.0730554689324947,-0.030087286224723175,True
freedom_autonomy_bare_p1,freedom_autonomy,freedom,bare,freedom_autonomy_c_3,catholic,0.3912409099977933,0.46099836995519555,-0.06975745995740223,-0.0730554689324947,0.00329800897509247,True
freedom_autonomy_bare_p1,freedom_autonomy,freedom,bare,freedom_autonomy_c_2,catholic,0.39940778438905433,0.46099836995519555,-0.06159058556614122,-0.0730554689324947,0.011464883366353484,True
freedom_autonomy_natural_general_p1,freedom_autonomy,freedom,natural_general,freedom_autonomy_r_3,comparison,0.45544494949278697,0.6856074397391446,-0.23016249024635765,-0.2658889224737572,0.035726432227399574,True
freedom_autonomy_natural_general_p1,freedom_autonomy,freedom,natural_general,freedom_autonomy_r_2,comparison,0.45544494949278697,0.7200238100969327,-0.26457886060414576,-0.2658889224737572,0.0013100618696114674,True
freedom_autonomy_natural_general_p1,freedom_autonomy,freedom,natural_general,freedom_autonomy_r_1,comparison,0.45544494949278697,0.7583703660635552,-0.30292541657076827,-0.2658889224737572,-0.03703649409701104,True
freedom_autonomy_natural_general_p1,freedom_autonomy,freedom,natural_general,freedom_autonomy_c_1,catholic,0.45134431889706794,0.7213338719665442,-0.26998955306947625,-0.2658889224737572,-0.004100630595719024,True
freedom_autonomy_natural_general_p1,freedom_autonomy,freedom,natural_general,freedom_autonomy_c_3,catholic,0.45197907144082483,0.7213338719665442,-0.26935480052571936,-0.2658889224737572,-0.0034658780519621346,True
freedom_autonomy_natural_general_p1,freedom_autonomy,freedom,natural_general,freedom_autonomy_c_2,catholic,0.46301145814046807,0.7213338719665442,-0.2583224138260761,-0.2658889224737572,0.007566508647681103,True
freedom_autonomy_natural_general_p2,freedom_autonomy,freedom,natural_general,freedom_autonomy_r_2,comparison,0.4817615635159569,0.6400409877275565,-0.15827942421159957,-0.2467292523102118,0.08844982809861224,True
freedom_autonomy_natural_general_p2,freedom_autonomy,freedom,natural_general,freedom_autonomy_r_3,comparison,0.4817615635159569,0.7489528138758579,-0.267191250359901,-0.2467292523102118,-0.02046199804968918,True
freedom_autonomy_natural_general_p2,freedom_autonomy,freedom,natural_general,freedom_autonomy_r_1,comparison,0.4817615635159569,0.7964786458750918,-0.31471708235913487,-0.2467292523102118,-0.06798783004892306,True
freedom_autonomy_natural_general_p2,freedom_autonomy,freedom,natural_general,freedom_autonomy_c_1,catholic,0.459359625712112,0.7284908158261687,-0.26913119011405673,-0.2467292523102118,-0.022401937803844918,True
freedom_autonomy_natural_general_p2,freedom_autonomy,freedom,natural_general,freedom_autonomy_c_2,catholic,0.49259221875464776,0.7284908158261687,-0.23589859707152094,-0.2467292523102118,0.010830655238690867,True
freedom_autonomy_natural_general_p2,freedom_autonomy,freedom,natural_general,freedom_autonomy_c_3,catholic,0.49333284608111094,0.7284908158261687,-0.23515796974505776,-0.2467292523102118,0.01157128256515405,True
freedom_autonomy_natural_general_p3,freedom_autonomy,freedom,natural_general,freedom_autonomy_r_2,comparison,0.45872255231699227,0.7116076049178193,-0.252885052600827,-0.2696103839134776,0.016725331312650582,True
freedom_autonomy_natural_general_p3,freedom_autonomy,freedom,natural_general,freedom_autonomy_r_3,comparison,0.45872255231699227,0.7165443251700091,-0.25782177285301683,-0.2696103839134776,0.011788611060460752,True
freedom_autonomy_natural_general_p3,freedom_autonomy,freedom,natural_general,freedom_autonomy_r_1,comparison,0.45872255231699227,0.7568468786035811,-0.29812432628658886,-0.2696103839134776,-0.02851394237311128,True
freedom_autonomy_natural_general_p3,freedom_autonomy,freedom,natural_general,freedom_autonomy_c_2,catholic,0.44786799651241677,0.7283329362304699,-0.28046493971805314,-0.2696103839134776,-0.01085455580457556,True
freedom_autonomy_natural_general_p3,freedom_autonomy,freedom,natural_general,freedom_autonomy_c_1,catholic,0.4574033962643991,0.7283329362304699,-0.27092953996607083,-0.2696103839134776,-0.001319156052593251,True
freedom_autonomy_natural_general_p3,freedom_autonomy,freedom,natural_general,freedom_autonomy_c_3,catholic,0.4708962641741609,0.7283329362304699,-0.257436672056309,-0.2696103839134776,0.01217371185716859,True
freedom_autonomy_natural_ambiguous_p1,freedom_autonomy,freedom,natural_ambiguous,freedom_autonomy_c_1,catholic,0.4961944283248469,0.4389907374466633,0.05720369087818361,0.0769204993667316,-0.019716808488547996,True
freedom_autonomy_natural_ambiguous_p1,freedom_autonomy,freedom,natural_ambiguous,freedom_autonomy_c_3,catholic,0.525082518823017,0.4389907374466633,0.08609178137635376,0.0769204993667316,0.009171282009622153,True
freedom_autonomy_natural_ambiguous_p1,freedom_autonomy,freedom,natural_ambiguous,freedom_autonomy_c_2,catholic,0.5264567632923206,0.4389907374466633,0.08746602584565732,0.0769204993667316,0.010545526478925718,True
freedom_autonomy_natural_ambiguous_p1,freedom_autonomy,freedom,natural_ambiguous,freedom_autonomy_r_3,comparison,0.5159112368133948,0.43282388654011783,0.08308735027327696,0.0769204993667316,0.006166850906545354,True
freedom_autonomy_natural_ambiguous_p1,freedom_autonomy,freedom,natural_ambiguous,freedom_autonomy_r_2,comparison,0.5159112368133948,0.4373505147217853,0.07856072209160947,0.0769204993667316,0.0016402227248778628,True
freedom_autonomy_natural_ambiguous_p1,freedom_autonomy,freedom,natural_ambiguous,freedom_autonomy_r_1,comparison,0.5159112368133948,0.44679781107808664,0.06911342573530815,0.0769204993667316,-0.007807073631423453,True
freedom_autonomy_natural_ambiguous_p2,freedom_autonomy,freedom,natural_ambiguous,freedom_autonomy_r_1,comparison,0.37478847222382106,0.43554596105439747,-0.06075748883057641,-0.0860000553346218,0.025242566504045383,True
freedom_autonomy_natural_ambiguous_p2,freedom_autonomy,freedom,natural_ambiguous,freedom_autonomy_r_3,comparison,0.37478847222382106,0.4679760573699724,-0.09318758514615133,-0.0860000553346218,-0.007187529811529536,True
freedom_autonomy_natural_ambiguous_p2,freedom_autonomy,freedom,natural_ambiguous,freedom_autonomy_r_2,comparison,0.37478847222382106,0.4788435642509584,-0.10405509202713736,-0.0860000553346218,-0.01805503669251557,True
freedom_autonomy_natural_ambiguous_p2,freedom_autonomy,freedom,natural_ambiguous,freedom_autonomy_c_1,catholic,0.3684925555454655,0.46078852755844274,-0.09229597201297723,-0.0860000553346218,-0.00629591667835544,True
freedom_autonomy_natural_ambiguous_p2,freedom_autonomy,freedom,natural_ambiguous,freedom_autonomy_c_3,catholic,0.3721753191604308,0.46078852755844274,-0.08861320839801196,-0.0860000553346218,-0.002613153063390161,True
freedom_autonomy_natural_ambiguous_p2,freedom_autonomy,freedom,natural_ambiguous,freedom_autonomy_c_2,catholic,0.3836975419655668,0.46078852755844274,-0.07709098559287592,-0.0860000553346218,0.008909069741745879,True
freedom_autonomy_natural_ambiguous_p3,freedom_autonomy,freedom,natural_ambiguous,freedom_autonomy_r_3,comparison,0.37767933546547416,0.4258621599424729,-0.04818282447699873,-0.0703854516210816,0.022202627144082873,True
freedom_autonomy_natural_ambiguous_p3,freedom_autonomy,freedom,natural_ambiguous,freedom_autonomy_r_1,comparison,0.37767933546547416,0.440674638658763,-0.06299530319328883,-0.0703854516210816,0.007390148427792773,True
freedom_autonomy_natural_ambiguous_p3,freedom_autonomy,freedom,natural_ambiguous,freedom_autonomy_c_1,catholic,0.3704468448484082,0.4480647870865558,-0.07761794223814761,-0.0703854516210816,-0.007232490617066004,True
freedom_autonomy_natural_ambiguous_p3,freedom_autonomy,freedom,natural_ambiguous,freedom_autonomy_r_2,comparison,0.37767933546547416,0.4776575626584314,-0.09997822719295724,-0.0703854516210816,-0.029592775571875632,True
freedom_autonomy_natural_ambiguous_p3,freedom_autonomy,freedom,natural_ambiguous,freedom_autonomy_c_3,catholic,0.3763219496877269,0.4480647870865558,-0.07174283739882886,-0.0703854516210816,-0.001357385777747258,True
freedom_autonomy_natural_ambiguous_p3,freedom_autonomy,freedom,natural_ambiguous,freedom_autonomy_c_2,catholic,0.38626921186028756,0.4480647870865558,-0.06179557522626822,-0.0703854516210816,0.008589876394813387,True
freedom_autonomy_label_free_theological_p1,freedom_autonomy,freedom,label_free_theological,freedom_autonomy_c_1,catholic,0.7099269276705231,0.4628153863763891,0.24711154129413404,0.2650413851215781,-0.01792984382744406,True
freedom_autonomy_label_free_theological_p1,freedom_autonomy,freedom,label_free_theological,freedom_autonomy_c_2,catholic,0.7324599626537374,0.4628153863763891,0.2696445762773483,0.2650413851215781,0.004603191155770181,True
freedom_autonomy_label_free_theological_p1,freedom_autonomy,freedom,label_free_theological,freedom_autonomy_c_3,catholic,0.7411834241696412,0.4628153863763891,0.27836803779325214,0.2650413851215781,0.013326652671674044,True
freedom_autonomy_label_free_theological_p1,freedom_autonomy,freedom,label_free_theological,freedom_autonomy_r_1,comparison,0.7278567714979672,0.4479622620194142,0.27989450947855304,0.2650413851215781,0.014853124356974945,True
freedom_autonomy_label_free_theological_p1,freedom_autonomy,freedom,label_free_theological,freedom_autonomy_r_2,comparison,0.7278567714979672,0.4600981848118332,0.26775858668613406,0.2650413851215781,0.00271720156455596,True
freedom_autonomy_label_free_theological_p1,freedom_autonomy,freedom,label_free_theological,freedom_autonomy_r_3,comparison,0.7278567714979672,0.4803857122979198,0.24747105920004742,0.2650413851215781,-0.017570325921530683,True
freedom_autonomy_label_free_theological_p2,freedom_autonomy,freedom,label_free_theological,freedom_autonomy_c_3,catholic,0.7779700546437172,0.4883135973344163,0.28965645730930084,0.3105660649794108,-0.020909607670109964,True
freedom_autonomy_label_free_theological_p2,freedom_autonomy,freedom,label_free_theological,freedom_autonomy_c_1,catholic,0.8043759427086459,0.4883135973344163,0.31606234537422956,0.3105660649794108,0.005496280394818753,True
freedom_autonomy_label_free_theological_p2,freedom_autonomy,freedom,label_free_theological,freedom_autonomy_c_2,catholic,0.8142929895891182,0.4883135973344163,0.3259793922547019,0.3105660649794108,0.0154133272752911,True
freedom_autonomy_label_free_theological_p2,freedom_autonomy,freedom,label_free_theological,freedom_autonomy_r_2,comparison,0.7988796623138271,0.4729695527391523,0.3259101095746748,0.3105660649794108,0.015344044595264006,True
freedom_autonomy_label_free_theological_p2,freedom_autonomy,freedom,label_free_theological,freedom_autonomy_r_3,comparison,0.7988796623138271,0.48220174302031016,0.31667791929351696,0.3105660649794108,0.006111854314106158,True
freedom_autonomy_label_free_theological_p2,freedom_autonomy,freedom,label_free_theological,freedom_autonomy_r_1,comparison,0.7988796623138271,0.5097694962437864,0.2891101660700407,0.3105660649794108,-0.021455898909370108,True
freedom_autonomy_label_free_theological_p3,freedom_autonomy,freedom,label_free_theological,freedom_autonomy_c_1,catholic,0.7578607942765434,0.5335113230930543,0.22434947118348914,0.2464184783137937,-0.022069007130304574,True
freedom_autonomy_label_free_theological_p3,freedom_autonomy,freedom,label_free_theological,freedom_autonomy_c_2,catholic,0.7845466542086177,0.5335113230930543,0.2510353311155634,0.2464184783137937,0.004616852801769711,True
freedom_autonomy_label_free_theological_p3,freedom_autonomy,freedom,label_free_theological,freedom_autonomy_c_3,catholic,0.7973819557353825,0.5335113230930543,0.26387063264232824,0.2464184783137937,0.01745215432853453,True
freedom_autonomy_label_free_theological_p3,freedom_autonomy,freedom,label_free_theological,freedom_autonomy_r_2,comparison,0.779929801406848,0.47573395431043036,0.3041958470964176,0.2464184783137937,0.057777368782623906,True
freedom_autonomy_label_free_theological_p3,freedom_autonomy,freedom,label_free_theological,freedom_autonomy_r_3,comparison,0.779929801406848,0.557650679726385,0.22227912168046293,0.2464184783137937,-0.024139356633330777,True
freedom_autonomy_label_free_theological_p3,freedom_autonomy,freedom,label_free_theological,freedom_autonomy_r_1,comparison,0.779929801406848,0.5671493352423473,0.21278046616450064,0.2464184783137937,-0.03363801214929307,True
freedom_autonomy_explicit_catholic_p1,freedom_autonomy,freedom,explicit_catholic,freedom_autonomy_c_1,catholic,0.8830377280049326,0.4240716171200474,0.45896611088488526,0.4723596351703555,-0.013393524285470249,True
freedom_autonomy_explicit_catholic_p1,freedom_autonomy,freedom,explicit_catholic,freedom_autonomy_c_3,catholic,0.8974337451154442,0.4240716171200474,0.4733621279953968,0.4723596351703555,0.001002492825041279,True
freedom_autonomy_explicit_catholic_p1,freedom_autonomy,freedom,explicit_catholic,freedom_autonomy_c_2,catholic,0.9088222837508324,0.4240716171200474,0.48475066663078503,0.4723596351703555,0.012391031460429525,True
freedom_autonomy_explicit_catholic_p1,freedom_autonomy,freedom,explicit_catholic,freedom_autonomy_r_2,comparison,0.896431252290403,0.40964462868784157,0.4867866236025614,0.4723596351703555,0.014426988432205912,True
freedom_autonomy_explicit_catholic_p1,freedom_autonomy,freedom,explicit_catholic,freedom_autonomy_r_1,comparison,0.896431252290403,0.42523455729054915,0.47119669499985384,0.4723596351703555,-0.0011629401705016695,True
freedom_autonomy_explicit_catholic_p1,freedom_autonomy,freedom,explicit_catholic,freedom_autonomy_r_3,comparison,0.896431252290403,0.43733566538175145,0.45909558690865154,0.4723596351703555,-0.013264048261703965,True
freedom_autonomy_explicit_catholic_p2,freedom_autonomy,freedom,explicit_catholic,freedom_autonomy_c_3,catholic,0.8710653485113908,0.40452872231517295,0.4665366261962179,0.4932096148442836,-0.02667298864806572,True
freedom_autonomy_explicit_catholic_p2,freedom_autonomy,freedom,explicit_catholic,freedom_autonomy_c_1,catholic,0.90701149852751,0.40452872231517295,0.502482776212337,0.4932096148442836,0.00927316136805334,True
freedom_autonomy_explicit_catholic_p2,freedom_autonomy,freedom,explicit_catholic,freedom_autonomy_c_2,catholic,0.915138164439469,0.40452872231517295,0.5106094421242962,0.4932096148442836,0.017399827280012548,True
freedom_autonomy_explicit_catholic_p2,freedom_autonomy,freedom,explicit_catholic,freedom_autonomy_r_2,comparison,0.8977383371594566,0.3860302611135678,0.5117080760458887,0.4932096148442836,0.018498461201605143,True
freedom_autonomy_explicit_catholic_p2,freedom_autonomy,freedom,explicit_catholic,freedom_autonomy_r_3,comparison,0.8977383371594566,0.40666260076498484,0.4910757363944718,0.4932096148442836,-0.0021338784498118324,True
freedom_autonomy_explicit_catholic_p2,freedom_autonomy,freedom,explicit_catholic,freedom_autonomy_r_1,comparison,0.8977383371594566,0.42089330506696615,0.47684503209249046,0.4932096148442836,-0.016364582751793144,True
freedom_autonomy_explicit_catholic_p3,freedom_autonomy,freedom,explicit_catholic,freedom_autonomy_c_1,catholic,0.8734874091888003,0.44090019854736767,0.43258721064143263,0.4450219023257246,-0.012434691684291954,True
freedom_autonomy_explicit_catholic_p3,freedom_autonomy,freedom,explicit_catholic,freedom_autonomy_c_2,catholic,0.8912854579380934,0.44090019854736767,0.45038525939072577,0.4450219023257246,0.005363357065001184,True
freedom_autonomy_explicit_catholic_p3,freedom_autonomy,freedom,explicit_catholic,freedom_autonomy_c_3,catholic,0.892993435492383,0.44090019854736767,0.4520932369450153,0.4450219023257246,0.0070713346192907145,True
freedom_autonomy_explicit_catholic_p3,freedom_autonomy,freedom,explicit_catholic,freedom_autonomy_r_2,comparison,0.8859221008730923,0.39154330515083724,0.49437879572225507,0.4450219023257246,0.04935689339653049,True
freedom_autonomy_explicit_catholic_p3,freedom_autonomy,freedom,explicit_catholic,freedom_autonomy_r_3,comparison,0.8859221008730923,0.4652686253380695,0.4206534755350228,0.4450219023257246,-0.02436842679070178,True
freedom_autonomy_explicit_catholic_p3,freedom_autonomy,freedom,explicit_catholic,freedom_autonomy_r_1,comparison,0.8859221008730923,0.4658886651531964,0.42003343571989593,0.4450219023257246,-0.024988466605828652,True
freedom_autonomy_integrative_p1,freedom_autonomy,freedom,integrative,freedom_autonomy_c_1,catholic,0.71729846071789,0.615119956735169,0.1021785039827211,0.117699441502282,-0.015520937519560893,True
freedom_autonomy_integrative_p1,freedom_autonomy,freedom,integrative,freedom_autonomy_c_2,catholic,0.7264227843343718,0.615119956735169,0.11130282759920285,0.117699441502282,-0.006396613903079149,True
freedom_autonomy_integrative_p1,freedom_autonomy,freedom,integrative,freedom_autonomy_c_3,catholic,0.7547369496600912,0.615119956735169,0.13961699292492225,0.117699441502282,0.02191755142264025,True
freedom_autonomy_integrative_p1,freedom_autonomy,freedom,integrative,freedom_autonomy_r_2,comparison,0.732819398237451,0.5942558613798568,0.13856353685759426,0.117699441502282,0.020864095355312265,True
freedom_autonomy_integrative_p1,freedom_autonomy,freedom,integrative,freedom_autonomy_r_3,comparison,0.732819398237451,0.614853964677615,0.11796543355983602,0.117699441502282,0.00026599205755402366,True
freedom_autonomy_integrative_p1,freedom_autonomy,freedom,integrative,freedom_autonomy_r_1,comparison,0.732819398237451,0.6362500441480352,0.0965693540894158,0.117699441502282,-0.02113008741286619,True
freedom_autonomy_integrative_p2,freedom_autonomy,freedom,integrative,freedom_autonomy_c_1,catholic,0.672392955566062,0.6352676989773443,0.03712525658871779,0.0663072693638472,-0.029182012775129412,True
freedom_autonomy_integrative_p2,freedom_autonomy,freedom,integrative,freedom_autonomy_r_2,comparison,0.7015749683411915,0.5841481726258315,0.11742679571535997,0.0663072693638472,0.05111952635151276,True
freedom_autonomy_integrative_p2,freedom_autonomy,freedom,integrative,freedom_autonomy_c_3,catholic,0.7147323163696013,0.6352676989773443,0.07946461739225708,0.0663072693638472,0.013157348028409871,True
freedom_autonomy_integrative_p2,freedom_autonomy,freedom,integrative,freedom_autonomy_c_2,catholic,0.7175996330879111,0.6352676989773443,0.08233193411056683,0.0663072693638472,0.016024664746719625,True
